comment,class
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,spam
have got * few things to do. may be in * pub later.,spam
1's finish meeting call me.,spam
Lol ok. I'll snatch her purse too.,spam
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",spam
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,spam
How much are we getting?,spam
Is ur paper in e morn or aft tmr?,spam
"Dear relieved of westonzoyland, all going to plan this end too!",spam
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,spam
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,spam
"I want to show you the world, princess :) how about europe?",spam
Nobody can decide where to eat and dad wants Chinese,spam
No shoot me. I'm in the docs waiting room. :/,spam
Now? I'm going out 4 dinner soon..,spam
Hello which the site to download songs its urgent pls,spam
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",spam
Horrible gal. Me in sch doing some stuff. How come u got mc?,spam
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",spam
"I call you later, don't have network. If urgnt, sms me.",spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,spam
Please CALL 08712402779 immediately as there is an urgent message waiting for you,ham
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,spam
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,spam
What your plan for pongal?,spam
Just wait till end of march when el nino gets himself. Oh.,spam
"Not yet chikku..going to room nw, i'm in bus..",spam
Am also doing in cbe only. But have to pay.,spam
Honey boo I'm missing u.,spam
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",spam
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",spam
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",spam
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",ham
Ok. No wahala. Just remember that a friend in need ...,spam
I will see in half an hour,spam
"Im in inperialmusic listening2the weirdest track ever by��leafcutter john��-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",spam
\Hey sorry I didntgive ya a a bellearlier hunny,spam
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,spam
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls�1/minmoremobsEMSPOBox45PO139WA,ham
"Tee hee. Off to lecture, cheery bye bye.",spam
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",spam
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,spam
Ok...,spam
network operator. The service is free. For T & C's visit 80488.biz,ham
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,spam
Wot u up 2 u weirdo?,spam
Can do lor...,spam
Dont put your phone on silent mode ok,spam
Can i meet �_ at 5.. As 4 where depends on where �_ wan 2 in lor..,spam
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,spam
Oh ho. Is this the first time u use these type of words,spam
Am I the only one who doesn't stalk profiles?,spam
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",spam
Yes i thought so. Thanks.,spam
But if she.s drinkin i'm ok.,spam
"Just wondering, the others just took off",spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",spam
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",spam
Happy new year to u too!,spam
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",spam
Eat jap done oso aft ur lect wat... �� got lect at 12 rite... ,spam
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",spam
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,spam
Happy birthday... May all ur dreams come true...,spam
Aiyah u did ok already lar. E nydc at wheellock?,spam
TELL HER I SAID EAT SHIT.,spam
Sure! I am driving but will reach my destination soon.,spam
"K so am I, how much for an 8th? Fifty?",spam
Your daily text from me ��� a favour this time,spam
Great to hear you are settling well. So what's happenin wit ola?,spam
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,spam
I tot u reach liao. He said t-shirt.,spam
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",spam
I cant pick the phone right now. Pls send a message,spam
Your right! I'll make the appointment right now.,spam
Designation is software developer and may be she get chennai:),spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",ham
I jokin oni lar.. �� busy then i wun disturb �_.,spam
"Ok, be careful ! Don't text and drive !",spam
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",spam
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,spam
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,spam
How abt making some of the pics bigger?,spam
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,spam
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",spam
Why nothing. Ok anyway give me treat,spam
"Win the newest ���Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",ham
Ok...,spam
Correct. So how was work today,spam
"Just sent again. Do you scream and moan in bed, princess?",spam
"I wake up long ago already... Dunno, what other thing?",spam
Oh just getting even with u.... u?,spam
I thk 50 shd be ok he said plus minus 10.. Did �_ leave a line in between paragraphs?,spam
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,spam
Yeah jay's sort of a fucking retard,spam
"Sorry, was in the bathroom, sup",spam
Ur balance is now �500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ham
My exam is for february 4. Wish you a great day.,spam
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,spam
"Aight no rush, I'll ask jay",spam
Good Morning plz call me sir,spam
It's ok lar. U sleep early too... Nite...,spam
"Oh... Icic... K lor, den meet other day...",spam
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",spam
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",spam
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",spam
Then she buying today? �� no need to c meh...,spam
Aight sorry I take ten years to shower. What's the plan?,spam
Every monday..nxt week vl be completing..,spam
Might ax well im there.,spam
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,spam
Yeah I'll try to scrounge something up,spam
Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,spam
Were somewhere on Fredericksburg,spam
Que pases un buen tiempo or something like that,spam
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,spam
She doesnt need any test.,spam
"Nothing much, chillin at home. Any super bowl plan?",spam
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",ham
Bugis oso near wat... ,spam
Yo theres no class tmrw right?,spam
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,spam
"Goodnight, sleep well da please take care pa. Please.",spam
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,spam
Convey my regards to him,spam
U ned to convince him tht its not possible witot hurting his feeling its the main,spam
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",spam
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,spam
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",spam
Yo dude guess who just got arrested the other day,spam
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,spam
What does the dance river do?,spam
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",spam
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",ham
Bbq this sat at mine from 6ish. Ur welcome 2 come,spam
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ��_",spam
Alright. I'm out--have a good night!,spam
Did you try making another butt.,spam
Hope you are feeling great. Pls fill me in. Abiola,spam
